reaction	enzyme	gene
L-norvaline + ATP + H+  ->  (L-norvalyl)adenylate + diphosphate	leucine&mdash	leuS
L-norvaline + ATP + H+  ->  (L-norvalyl)adenylate + diphosphate	tRNA ligase	leuS
ATP + 2-(formamido)-N1-(5-phospho-beta-D-ribosyl)acetamidine  ->  ADP + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + phosphate + H+	phosphoribosylformylglycinamide cyclo-ligase	purM
2-dehydro-3-deoxy-D-galactonate + ATP  ->  2-dehydro-3-deoxy-D-galactonate 6-phosphate + ADP + H+	2-dehydro-3-deoxygalactonokinase	dgoK
ATP + L-aspartate + ammonia  ->  AMP + L-asparagine + diphosphate	asparagine synthetase B	asnB
ATP + CMP  <-->  ADP + CDP	cytidylate kinase	cmk
polyadenylation of an RNA fragment	poly(A) polymerase I	pcnB
a [protein]-L-histidine + ATP  ->  a [protein]-Ntau-phospho-L-histidine + ADP + H+	sensor histidine kinase CpxA	cpxA
a (6S)-5-formyltetrahydrofolate + ATP  ->  a 5,10-methenyltetrahydrofolate + ADP + phosphate	5-formyltetrahydrofolate cyclo-ligase	fau
L-valine + ATP + H+  ->  (L-valyl)adenylate + diphosphate	isoleucine&mdash	valS
L-valine + ATP + H+  ->  (L-valyl)adenylate + diphosphate	tRNA ligase	valS
L-valine + ATP + H+  ->  (L-valyl)adenylate + diphosphate	valine&mdash	valS
L-valine + ATP + H+  ->  (L-valyl)adenylate + diphosphate	tRNA ligase	valS
L-valine + ATP + H+  ->  (L-valyl)adenylate + diphosphate	isoleucine&mdash	ileS
L-valine + ATP + H+  ->  (L-valyl)adenylate + diphosphate	tRNA ligase	ileS
L-valine + ATP + H+  ->  (L-valyl)adenylate + diphosphate	valine&mdash	ileS
L-valine + ATP + H+  ->  (L-valyl)adenylate + diphosphate	tRNA ligase	ileS
L-glutamine + XMP + ATP + H2O  ->  L-glutamate + GMP + AMP + diphosphate + 2 H+	GMP synthetase	guaA
L-cysteine + L-glutamate + ATP  ->  gamma-L-glutamyl-L-cysteine + ADP + phosphate + H+	glutamate&mdash	ybdK
L-cysteine + L-glutamate + ATP  ->  gamma-L-glutamyl-L-cysteine + ADP + phosphate + H+	cysteine ligase	ybdK
L-cysteine + L-glutamate + ATP  ->  gamma-L-glutamyl-L-cysteine + ADP + phosphate + H+	putative glutamate&mdash	ybdK
L-cysteine + L-glutamate + ATP  ->  gamma-L-glutamyl-L-cysteine + ADP + phosphate + H+	cysteine ligase 2	ybdK
L-cysteine + L-glutamate + ATP  ->  gamma-L-glutamyl-L-cysteine + ADP + phosphate + H+	glutamate&mdash	gshA
L-cysteine + L-glutamate + ATP  ->  gamma-L-glutamyl-L-cysteine + ADP + phosphate + H+	cysteine ligase	gshA
L-cysteine + L-glutamate + ATP  ->  gamma-L-glutamyl-L-cysteine + ADP + phosphate + H+	putative glutamate&mdash	gshA
L-cysteine + L-glutamate + ATP  ->  gamma-L-glutamyl-L-cysteine + ADP + phosphate + H+	cysteine ligase 2	gshA
L-alanine + UDP-N-acetyl-alpha-D-muramate + ATP  ->  UDP-N-acetyl-alpha-D-muramoyl-L-alanine + ADP + phosphate + H+	UDP-<i>N<	murC
L-alanine + UDP-N-acetyl-alpha-D-muramate + ATP  ->  UDP-N-acetyl-alpha-D-muramoyl-L-alanine + ADP + phosphate + H+	i>-acetylmuramate&mdash	murC
L-alanine + UDP-N-acetyl-alpha-D-muramate + ATP  ->  UDP-N-acetyl-alpha-D-muramoyl-L-alanine + ADP + phosphate + H+	L-alanine ligase	murC
a [biotin carboxyl-carrier protein]-L-lysine + ATP + biotin  ->  AMP + a [biotin carboxyl-carrier protein]-N6-biotinyl-L-lysine + diphosphate + H+	DNA-binding transcriptional repressor	birA
a [biotin carboxyl-carrier protein]-L-lysine + ATP + biotin  ->  AMP + a [biotin carboxyl-carrier protein]-N6-biotinyl-L-lysine + diphosphate + H+	biotin-[acetyl-CoA-carboxylase] ligase BirA	birA
XMP + ammonia + ATP  ->  GMP + AMP + diphosphate + H+	GMP synthetase	guaA
L-glutamate + ATP + H+  ->  (L-glutamyl)adenylate + diphosphate	glutamate&mdash	gltX
L-glutamate + ATP + H+  ->  (L-glutamyl)adenylate + diphosphate	tRNA ligase	gltX
Ni2+ + HypB hydrogenase accessory protein + GTP + H2O  ->  Ni-[HypB hydrogenase accessory protein] + GDP + phosphate + H+	FKBP-type peptidyl-prolyl <i>cis-trans<	slyD
Ni2+ + HypB hydrogenase accessory protein + GTP + H2O  ->  Ni-[HypB hydrogenase accessory protein] + GDP + phosphate + H+	I> isomerase SlyD	slyD
N-acetyl-D-mannosamine + ATP  ->  N-acetyl-D-mannosamine 6-phosphate + ADP + H+	<i>N<	nanK
N-acetyl-D-mannosamine + ATP  ->  N-acetyl-D-mannosamine 6-phosphate + ADP + H+	i>-acetylmannosamine kinase	nanK
a 2-thiouridine34 in tRNA + a 5,10-methylenetetrahydrofolate + ammonium + GTP + oxidized electron carrier + H2O  ->  a 5-(aminomethyl)-2-thiouridine34 in tRNA + a 7,8-dihydrofolate + GDP + reduced two electron carrier + phosphate + H+	5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit	mnmE
a 2-thiouridine34 in tRNA + a 5,10-methylenetetrahydrofolate + ammonium + GTP + oxidized electron carrier + H2O  ->  a 5-(aminomethyl)-2-thiouridine34 in tRNA + a 7,8-dihydrofolate + GDP + reduced two electron carrier + phosphate + H+	5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG	mnmE
a 2-thiouridine34 in tRNA + a 5,10-methylenetetrahydrofolate + ammonium + GTP + oxidized electron carrier + H2O  ->  a 5-(aminomethyl)-2-thiouridine34 in tRNA + a 7,8-dihydrofolate + GDP + reduced two electron carrier + phosphate + H+	5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit	mnmG
a 2-thiouridine34 in tRNA + a 5,10-methylenetetrahydrofolate + ammonium + GTP + oxidized electron carrier + H2O  ->  a 5-(aminomethyl)-2-thiouridine34 in tRNA + a 7,8-dihydrofolate + GDP + reduced two electron carrier + phosphate + H+	5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG	mnmG
thymidine + ATP  ->  dTMP + ADP + H+	thymidine	tdk
thymidine + ATP  ->  dTMP + ADP + H+	deoxyuridine kinase	tdk
glucosyl-(heptosyl)3-Kdo2-lipid A-phosphate (E. coli) + ATP  ->  glucosyl-(heptosyl)3-Kdo2-lipid A-bisphosphate (E. coli) + ADP + H+	lipopolysaccharide core heptose (II) kinase	waaY
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit assembly factor BipA	obgE
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit maturation GTPase Era	obgE
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit biogenesis factor LepA	obgE
GTP + H2O  ->  GDP + phosphate + H+	periplasmic phosphoanhydride phosphatase	obgE
GTP + H2O  ->  GDP + phosphate + H+	multiple inositol-polyphosphate phosphatase	obgE
GTP + H2O  ->  GDP + phosphate + H+	P-loop guanosine triphosphatase YjiA	obgE
GTP + H2O  ->  GDP + phosphate + H+	zinc-binding GTPase YeiR	obgE
GTP + H2O  ->  GDP + phosphate + H+	hydrogenase isoenzymes Ni(2+) incorporation protein HypB	obgE
GTP + H2O  ->  GDP + phosphate + H+	selenocysteyl-tRNA-specific translation elongation factor	obgE
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit stability factor	obgE
GTP + H2O  ->  GDP + phosphate + H+	ribosome rescue factor HflX	obgE
GTP + H2O  ->  GDP + phosphate + H+	ribosome small subunit-dependent GTPase A	obgE
GTP + H2O  ->  GDP + phosphate + H+	methylmalonyl-CoA mutase-interacting GTPase YgfD	obgE
GTP + H2O  ->  GDP + phosphate + H+	GTPase ObgE	obgE
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit assembly factor BipA	argK
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit maturation GTPase Era	argK
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit biogenesis factor LepA	argK
GTP + H2O  ->  GDP + phosphate + H+	periplasmic phosphoanhydride phosphatase	argK
GTP + H2O  ->  GDP + phosphate + H+	multiple inositol-polyphosphate phosphatase	argK
GTP + H2O  ->  GDP + phosphate + H+	P-loop guanosine triphosphatase YjiA	argK
GTP + H2O  ->  GDP + phosphate + H+	zinc-binding GTPase YeiR	argK
GTP + H2O  ->  GDP + phosphate + H+	hydrogenase isoenzymes Ni(2+) incorporation protein HypB	argK
GTP + H2O  ->  GDP + phosphate + H+	selenocysteyl-tRNA-specific translation elongation factor	argK
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit stability factor	argK
GTP + H2O  ->  GDP + phosphate + H+	ribosome rescue factor HflX	argK
GTP + H2O  ->  GDP + phosphate + H+	ribosome small subunit-dependent GTPase A	argK
GTP + H2O  ->  GDP + phosphate + H+	methylmalonyl-CoA mutase-interacting GTPase YgfD	argK
GTP + H2O  ->  GDP + phosphate + H+	GTPase ObgE	argK
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit assembly factor BipA	rsgA
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit maturation GTPase Era	rsgA
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit biogenesis factor LepA	rsgA
GTP + H2O  ->  GDP + phosphate + H+	periplasmic phosphoanhydride phosphatase	rsgA
GTP + H2O  ->  GDP + phosphate + H+	multiple inositol-polyphosphate phosphatase	rsgA
GTP + H2O  ->  GDP + phosphate + H+	P-loop guanosine triphosphatase YjiA	rsgA
GTP + H2O  ->  GDP + phosphate + H+	zinc-binding GTPase YeiR	rsgA
GTP + H2O  ->  GDP + phosphate + H+	hydrogenase isoenzymes Ni(2+) incorporation protein HypB	rsgA
GTP + H2O  ->  GDP + phosphate + H+	selenocysteyl-tRNA-specific translation elongation factor	rsgA
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit stability factor	rsgA
GTP + H2O  ->  GDP + phosphate + H+	ribosome rescue factor HflX	rsgA
GTP + H2O  ->  GDP + phosphate + H+	ribosome small subunit-dependent GTPase A	rsgA
GTP + H2O  ->  GDP + phosphate + H+	methylmalonyl-CoA mutase-interacting GTPase YgfD	rsgA
GTP + H2O  ->  GDP + phosphate + H+	GTPase ObgE	rsgA
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit assembly factor BipA	hflX
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit maturation GTPase Era	hflX
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit biogenesis factor LepA	hflX
GTP + H2O  ->  GDP + phosphate + H+	periplasmic phosphoanhydride phosphatase	hflX
GTP + H2O  ->  GDP + phosphate + H+	multiple inositol-polyphosphate phosphatase	hflX
GTP + H2O  ->  GDP + phosphate + H+	P-loop guanosine triphosphatase YjiA	hflX
GTP + H2O  ->  GDP + phosphate + H+	zinc-binding GTPase YeiR	hflX
GTP + H2O  ->  GDP + phosphate + H+	hydrogenase isoenzymes Ni(2+) incorporation protein HypB	hflX
GTP + H2O  ->  GDP + phosphate + H+	selenocysteyl-tRNA-specific translation elongation factor	hflX
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit stability factor	hflX
GTP + H2O  ->  GDP + phosphate + H+	ribosome rescue factor HflX	hflX
GTP + H2O  ->  GDP + phosphate + H+	ribosome small subunit-dependent GTPase A	hflX
GTP + H2O  ->  GDP + phosphate + H+	methylmalonyl-CoA mutase-interacting GTPase YgfD	hflX
GTP + H2O  ->  GDP + phosphate + H+	GTPase ObgE	hflX
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit assembly factor BipA	der
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit maturation GTPase Era	der
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit biogenesis factor LepA	der
GTP + H2O  ->  GDP + phosphate + H+	periplasmic phosphoanhydride phosphatase	der
GTP + H2O  ->  GDP + phosphate + H+	multiple inositol-polyphosphate phosphatase	der
GTP + H2O  ->  GDP + phosphate + H+	P-loop guanosine triphosphatase YjiA	der
GTP + H2O  ->  GDP + phosphate + H+	zinc-binding GTPase YeiR	der
GTP + H2O  ->  GDP + phosphate + H+	hydrogenase isoenzymes Ni(2+) incorporation protein HypB	der
GTP + H2O  ->  GDP + phosphate + H+	selenocysteyl-tRNA-specific translation elongation factor	der
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit stability factor	der
GTP + H2O  ->  GDP + phosphate + H+	ribosome rescue factor HflX	der
GTP + H2O  ->  GDP + phosphate + H+	ribosome small subunit-dependent GTPase A	der
GTP + H2O  ->  GDP + phosphate + H+	methylmalonyl-CoA mutase-interacting GTPase YgfD	der
GTP + H2O  ->  GDP + phosphate + H+	GTPase ObgE	der
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit assembly factor BipA	selB
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit maturation GTPase Era	selB
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit biogenesis factor LepA	selB
GTP + H2O  ->  GDP + phosphate + H+	periplasmic phosphoanhydride phosphatase	selB
GTP + H2O  ->  GDP + phosphate + H+	multiple inositol-polyphosphate phosphatase	selB
GTP + H2O  ->  GDP + phosphate + H+	P-loop guanosine triphosphatase YjiA	selB
GTP + H2O  ->  GDP + phosphate + H+	zinc-binding GTPase YeiR	selB
GTP + H2O  ->  GDP + phosphate + H+	hydrogenase isoenzymes Ni(2+) incorporation protein HypB	selB
GTP + H2O  ->  GDP + phosphate + H+	selenocysteyl-tRNA-specific translation elongation factor	selB
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit stability factor	selB
GTP + H2O  ->  GDP + phosphate + H+	ribosome rescue factor HflX	selB
GTP + H2O  ->  GDP + phosphate + H+	ribosome small subunit-dependent GTPase A	selB
GTP + H2O  ->  GDP + phosphate + H+	methylmalonyl-CoA mutase-interacting GTPase YgfD	selB
GTP + H2O  ->  GDP + phosphate + H+	GTPase ObgE	selB
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit assembly factor BipA	hypB
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit maturation GTPase Era	hypB
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit biogenesis factor LepA	hypB
GTP + H2O  ->  GDP + phosphate + H+	periplasmic phosphoanhydride phosphatase	hypB
GTP + H2O  ->  GDP + phosphate + H+	multiple inositol-polyphosphate phosphatase	hypB
GTP + H2O  ->  GDP + phosphate + H+	P-loop guanosine triphosphatase YjiA	hypB
GTP + H2O  ->  GDP + phosphate + H+	zinc-binding GTPase YeiR	hypB
GTP + H2O  ->  GDP + phosphate + H+	hydrogenase isoenzymes Ni(2+) incorporation protein HypB	hypB
GTP + H2O  ->  GDP + phosphate + H+	selenocysteyl-tRNA-specific translation elongation factor	hypB
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit stability factor	hypB
GTP + H2O  ->  GDP + phosphate + H+	ribosome rescue factor HflX	hypB
GTP + H2O  ->  GDP + phosphate + H+	ribosome small subunit-dependent GTPase A	hypB
GTP + H2O  ->  GDP + phosphate + H+	methylmalonyl-CoA mutase-interacting GTPase YgfD	hypB
GTP + H2O  ->  GDP + phosphate + H+	GTPase ObgE	hypB
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit assembly factor BipA	yeiR
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit maturation GTPase Era	yeiR
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit biogenesis factor LepA	yeiR
GTP + H2O  ->  GDP + phosphate + H+	periplasmic phosphoanhydride phosphatase	yeiR
GTP + H2O  ->  GDP + phosphate + H+	multiple inositol-polyphosphate phosphatase	yeiR
GTP + H2O  ->  GDP + phosphate + H+	P-loop guanosine triphosphatase YjiA	yeiR
GTP + H2O  ->  GDP + phosphate + H+	zinc-binding GTPase YeiR	yeiR
GTP + H2O  ->  GDP + phosphate + H+	hydrogenase isoenzymes Ni(2+) incorporation protein HypB	yeiR
GTP + H2O  ->  GDP + phosphate + H+	selenocysteyl-tRNA-specific translation elongation factor	yeiR
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit stability factor	yeiR
GTP + H2O  ->  GDP + phosphate + H+	ribosome rescue factor HflX	yeiR
GTP + H2O  ->  GDP + phosphate + H+	ribosome small subunit-dependent GTPase A	yeiR
GTP + H2O  ->  GDP + phosphate + H+	methylmalonyl-CoA mutase-interacting GTPase YgfD	yeiR
GTP + H2O  ->  GDP + phosphate + H+	GTPase ObgE	yeiR
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit assembly factor BipA	yjiA
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit maturation GTPase Era	yjiA
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit biogenesis factor LepA	yjiA
GTP + H2O  ->  GDP + phosphate + H+	periplasmic phosphoanhydride phosphatase	yjiA
GTP + H2O  ->  GDP + phosphate + H+	multiple inositol-polyphosphate phosphatase	yjiA
GTP + H2O  ->  GDP + phosphate + H+	P-loop guanosine triphosphatase YjiA	yjiA
GTP + H2O  ->  GDP + phosphate + H+	zinc-binding GTPase YeiR	yjiA
GTP + H2O  ->  GDP + phosphate + H+	hydrogenase isoenzymes Ni(2+) incorporation protein HypB	yjiA
GTP + H2O  ->  GDP + phosphate + H+	selenocysteyl-tRNA-specific translation elongation factor	yjiA
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit stability factor	yjiA
GTP + H2O  ->  GDP + phosphate + H+	ribosome rescue factor HflX	yjiA
GTP + H2O  ->  GDP + phosphate + H+	ribosome small subunit-dependent GTPase A	yjiA
GTP + H2O  ->  GDP + phosphate + H+	methylmalonyl-CoA mutase-interacting GTPase YgfD	yjiA
GTP + H2O  ->  GDP + phosphate + H+	GTPase ObgE	yjiA
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit assembly factor BipA	appA
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit maturation GTPase Era	appA
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit biogenesis factor LepA	appA
GTP + H2O  ->  GDP + phosphate + H+	periplasmic phosphoanhydride phosphatase	appA
GTP + H2O  ->  GDP + phosphate + H+	multiple inositol-polyphosphate phosphatase	appA
GTP + H2O  ->  GDP + phosphate + H+	P-loop guanosine triphosphatase YjiA	appA
GTP + H2O  ->  GDP + phosphate + H+	zinc-binding GTPase YeiR	appA
GTP + H2O  ->  GDP + phosphate + H+	hydrogenase isoenzymes Ni(2+) incorporation protein HypB	appA
GTP + H2O  ->  GDP + phosphate + H+	selenocysteyl-tRNA-specific translation elongation factor	appA
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit stability factor	appA
GTP + H2O  ->  GDP + phosphate + H+	ribosome rescue factor HflX	appA
GTP + H2O  ->  GDP + phosphate + H+	ribosome small subunit-dependent GTPase A	appA
GTP + H2O  ->  GDP + phosphate + H+	methylmalonyl-CoA mutase-interacting GTPase YgfD	appA
GTP + H2O  ->  GDP + phosphate + H+	GTPase ObgE	appA
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit assembly factor BipA	lepA
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit maturation GTPase Era	lepA
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit biogenesis factor LepA	lepA
GTP + H2O  ->  GDP + phosphate + H+	periplasmic phosphoanhydride phosphatase	lepA
GTP + H2O  ->  GDP + phosphate + H+	multiple inositol-polyphosphate phosphatase	lepA
GTP + H2O  ->  GDP + phosphate + H+	P-loop guanosine triphosphatase YjiA	lepA
GTP + H2O  ->  GDP + phosphate + H+	zinc-binding GTPase YeiR	lepA
GTP + H2O  ->  GDP + phosphate + H+	hydrogenase isoenzymes Ni(2+) incorporation protein HypB	lepA
GTP + H2O  ->  GDP + phosphate + H+	selenocysteyl-tRNA-specific translation elongation factor	lepA
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit stability factor	lepA
GTP + H2O  ->  GDP + phosphate + H+	ribosome rescue factor HflX	lepA
GTP + H2O  ->  GDP + phosphate + H+	ribosome small subunit-dependent GTPase A	lepA
GTP + H2O  ->  GDP + phosphate + H+	methylmalonyl-CoA mutase-interacting GTPase YgfD	lepA
GTP + H2O  ->  GDP + phosphate + H+	GTPase ObgE	lepA
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit assembly factor BipA	era
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit maturation GTPase Era	era
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit biogenesis factor LepA	era
GTP + H2O  ->  GDP + phosphate + H+	periplasmic phosphoanhydride phosphatase	era
GTP + H2O  ->  GDP + phosphate + H+	multiple inositol-polyphosphate phosphatase	era
GTP + H2O  ->  GDP + phosphate + H+	P-loop guanosine triphosphatase YjiA	era
GTP + H2O  ->  GDP + phosphate + H+	zinc-binding GTPase YeiR	era
GTP + H2O  ->  GDP + phosphate + H+	hydrogenase isoenzymes Ni(2+) incorporation protein HypB	era
GTP + H2O  ->  GDP + phosphate + H+	selenocysteyl-tRNA-specific translation elongation factor	era
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit stability factor	era
GTP + H2O  ->  GDP + phosphate + H+	ribosome rescue factor HflX	era
GTP + H2O  ->  GDP + phosphate + H+	ribosome small subunit-dependent GTPase A	era
GTP + H2O  ->  GDP + phosphate + H+	methylmalonyl-CoA mutase-interacting GTPase YgfD	era
GTP + H2O  ->  GDP + phosphate + H+	GTPase ObgE	era
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit assembly factor BipA	bipA
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit maturation GTPase Era	bipA
GTP + H2O  ->  GDP + phosphate + H+	30S ribosomal subunit biogenesis factor LepA	bipA
GTP + H2O  ->  GDP + phosphate + H+	periplasmic phosphoanhydride phosphatase	bipA
GTP + H2O  ->  GDP + phosphate + H+	multiple inositol-polyphosphate phosphatase	bipA
GTP + H2O  ->  GDP + phosphate + H+	P-loop guanosine triphosphatase YjiA	bipA
GTP + H2O  ->  GDP + phosphate + H+	zinc-binding GTPase YeiR	bipA
GTP + H2O  ->  GDP + phosphate + H+	hydrogenase isoenzymes Ni(2+) incorporation protein HypB	bipA
GTP + H2O  ->  GDP + phosphate + H+	selenocysteyl-tRNA-specific translation elongation factor	bipA
GTP + H2O  ->  GDP + phosphate + H+	50S ribosomal subunit stability factor	bipA
GTP + H2O  ->  GDP + phosphate + H+	ribosome rescue factor HflX	bipA
GTP + H2O  ->  GDP + phosphate + H+	ribosome small subunit-dependent GTPase A	bipA
GTP + H2O  ->  GDP + phosphate + H+	methylmalonyl-CoA mutase-interacting GTPase YgfD	bipA
GTP + H2O  ->  GDP + phosphate + H+	GTPase ObgE	bipA
ATP + pyridoxine  ->  ADP + pyridoxine 5'-phosphate + H+	pyridoxal kinase 1	pdxK
ATP + pyridoxine  ->  ADP + pyridoxine 5'-phosphate + H+	hydroxymethylpyrimidine kinase	pdxK
ATP + 4'-phosphopantetheine + H+  ->  3'-dephospho-CoA + diphosphate	pantetheine-phosphate adenylyltransferase	coaD
L-homocysteine + ATP + H+  ->  (L-homocysteinyl)adenylate + diphosphate	valine&mdash	lysU
L-homocysteine + ATP + H+  ->  (L-homocysteinyl)adenylate + diphosphate	tRNA ligase	lysU
L-homocysteine + ATP + H+  ->  (L-homocysteinyl)adenylate + diphosphate	methionine&mdash	lysU
L-homocysteine + ATP + H+  ->  (L-homocysteinyl)adenylate + diphosphate	tRNA ligase	lysU
L-homocysteine + ATP + H+  ->  (L-homocysteinyl)adenylate + diphosphate	isoleucine&mdash	lysU
L-homocysteine + ATP + H+  ->  (L-homocysteinyl)adenylate + diphosphate	tRNA ligase	lysU
L-homocysteine + ATP + H+  ->  (L-homocysteinyl)adenylate + diphosphate	lysine&mdash	lysU
L-homocysteine + ATP + H+  ->  (L-homocysteinyl)adenylate + diphosphate	tRNA ligase	lysU
L-homocysteine + ATP + H+  ->  (L-homocysteinyl)adenylate + diphosphate	valine&mdash	ileS
L-homocysteine + ATP + H+  ->  (L-homocysteinyl)adenylate + diphosphate	tRNA ligase	ileS
L-homocysteine + ATP + H+  ->  (L-homocysteinyl)adenylate + diphosphate	methionine&mdash	ileS
